C2_Base_Height,C3 distance 9-10,C4 distance 16-17,C3 distance 5-11,C2_Normalized,C3 angle 5-7-9,C4 distance 12-18,C3 ratio distance,C4_ratio distance(h/v)_Right,C2 angle 0-2-4,C4 height 12-14-16,C3 height 5-7-9,C2 height 0-2-4,Age month,C4_Base_Height,C4 ratio distance,C2_AUC,C3_ratio distance(h/v)_Left,C4_Normalized,C3_Normalized,C4_AUC,C4 angle 12-14-16,C4_ratio distance(h/v)_Left,C3_ratio distance(h/v)_Right,C3_AUC,C4 slope 16-17,C3_Base_Height,CVMS_Jam
-1.74494522250411,-0.688819282337059,-0.443107298798433,-0.824261890925672,-1.7483044736056,1.29488269062551,-1.3134759094743,0.088063452444291,-1.10044817889267,1.94452512608645,-1.28278515783471,-1.29970981245023,-1.80807773982913,-1.31204830651762,-1.1186488554176,-1.14451850832207,-1.60510281811624,-0.0556965350796436,-1.08519004772354,-1.29473058794552,-1.08885104216777,1.29515988227873,-0.606523244554617,-1.031078616788,-1.26322120217498,-0.404534218296139,-1.32755818469392,Class_1
-1.84062126571426,-0.832483727283535,-1.08035390125039,-0.936419780901112,-1.77735219507391,1.69828850205715,-0.27238242409354,0.291688879467197,-0.668826507833823,2.00118131151294,-1.25508464752483,-1.57884415085541,-1.84394638134608,-0.360869601872065,-1.44833671318407,2.25793319643861,-1.61850873570722,-1.1032963244302,-1.41225217572962,-1.64025748278065,-1.30270502192441,1.32844982736684,-0.119000245853981,-0.734698967195277,-1.51697157819385,1.01391609568464,-1.61615948764324,Class_1
-1.42538723818219,-1.24753031246664,-1.26099405555822,-1.2509671262887,-1.40457310289725,1.66883101607575,-0.95028885209632,1.08891221986708,-1.10744629729573,1.48393100078967,-1.30684888068168,-1.5549446614424,-1.40334678853335,-0.778460252692064,-1.15961007410979,1.69231426706253,-1.30570399191775,-1.39366242783549,-1.12766564876329,-1.51932306958836,-1.08885104216777,1.36644823950167,-0.583516785662493,-1.0653195846856,-1.40992063831089,1.05616010680517,-1.56732962891786,Class_1
-0.617498729315632,-0.770857441490204,-0.823584336307485,-1.03862953598171,-0.610602049430076,1.2786640176229,-1.03261237979297,-0.0463356759144457,-0.757276143016446,0.563937597904707,-0.691113938149412,-1.23528893997342,-0.598828430297813,-0.453667524276509,-0.797952484681123,0.103815699937145,-0.622002194777896,-0.983317861481609,-0.787860840445288,-1.14788165764059,-0.756613609331555,0.691888884228491,-1.24247462684905,-0.86431751377019,-1.1006623675379,0.417137227302696,-1.18713024615265,Class_1
-0.97877146847718,-0.974697545606892,-1.14393381937965,-1.01466483824805,-0.93980955940427,1.39545613979664,-0.841255393093871,0.581338505842779,-0.790223263141892,0.938509931845743,-1.08456806483149,-1.30436253615157,-0.96336563450335,-1.0568540199054,-0.995765199341004,1.4456930602894,-0.925869660173385,-1.27187348013896,-0.983248605228141,-1.29041150176008,-0.917004094149038,1.14454924424885,-1.07549681091344,-0.784782051220653,-1.19581875854497,1.43475093155144,-1.33058900351136,Class_1
-1.58803651163945,-1.09722748160751,-1.52333333183917,-1.65131371512215,-1.54012913641603,1.818317088534,-1.70115004358587,-0.233052412585964,-1.47682692383813,1.50612588276918,-1.12593513728083,-1.68510957994484,-1.47396752537853,-1.10325298110762,-1.15594687569017,1.18883702088906,-1.44423180702451,-1.15616731006069,-1.14465588917919,-1.49772763866116,-1.11558278963735,1.11098641442048,-1.48747778459358,-1.44675459038048,-1.41785033756148,1.35622397017292,-1.53971550191454,Class_1
-1.65424433354088,-0.856053251850299,-0.810162742746998,-0.629669294932325,-1.59338329244127,1.67567414264299,-0.299805304547875,0.884357303275914,-0.403076137537637,1.87232150310606,-1.2899259076274,-1.55533792502582,-1.73081081685569,-0.198473237664288,-1.31579553400118,1.25364998635993,-1.45763772461549,-0.847858268470528,-1.46322289697732,-1.48045129391941,-1.34089323259524,1.39119879823957,-0.553300122390164,-0.583400261696041,-1.37027214205794,1.07346610111722,-1.50233540316615,Class_1
-0.826837911859453,-0.846594280813297,-0.955270808378942,-1.23182362968308,-0.862348968822107,-0.533361111362723,-1.40132899385863,-0.171538122302135,-1.34367105490002,0.416398128424946,-0.0978014644025341,0.0441719619290292,-0.691334750768161,-0.91765713629873,-0.148900328330773,-0.165339061140735,-0.966087412946317,-0.469393563610789,-0.125241464225178,-0.184725438287672,-0.443470281830755,-0.391346725476853,-0.564416118655361,-1.26551080985065,-0.474216126741324,0.344463399514269,-0.122976083585724,Class_1
-1.79661028583759,-1.6732771921748,-1.63407316999373,-2.24632430131069,-1.77251090816252,1.49817534519784,-2.45329170039674,0.561900667645889,-2.19439635875034,1.88918864534898,-1.23178156927661,-1.52014127147322,-1.79769480012342,-2.12403012755651,-1.10632718800612,-0.176361853384887,-1.6274460141012,-0.686975956890792,-1.08519004772354,-1.29473058794552,-1.21105331631442,0.964974547633608,-0.282157134219255,-2.14001243883369,-1.34648304430617,0.91567465562987,-1.32385385058372,Class_1
-0.899551704699171,-1.09722748160751,-0.993107422522223,-1.02812486032837,-0.833301247353796,1.37233722274847,-1.54951560574321,0.970042453520757,-1.03599245966286,0.698212377965432,-0.871726301348537,-1.34205782096578,-0.793472743480222,-1.61364155433206,-0.95580303476325,-0.323125081122372,-0.854371433021505,-0.578056978434212,-0.894049843044665,-1.37679322546887,-0.859721778142794,0.85220353035112,-1.81307830094389,-1.15539746783221,-1.31476424730381,0.940668862394722,-1.4006345939588,Class_1
-1.3473155869227,-0.68296686875084,-0.905835826629414,-0.694807966744327,-1.31258865158093,1.05098094240662,-0.936487566388703,0.278033648834357,-0.837947554806819,1.13643805328304,-0.586569013130475,-0.990052894028415,-0.975511586541081,-0.546465446680954,-0.698047073236739,0.490290070070369,-1.14483298082602,-1.05449224041021,-0.647691357014111,-1.04422358919005,-0.664961903721564,0.529317934139366,-0.930240609173426,-0.455416540655848,-0.949998081776695,0.93564285599552,-1.09014404399465,Class_1
-1.42194290062662,-1.09188975984457,-1.43589904922086,-1.35335643791679,-1.38036666834032,1.78433516268968,-1.58812189338452,0.324827888365804,-1.24848291939081,1.71093358183422,-1.53160316151345,-1.6540870020394,-1.58767397676335,-1.08005350050651,-1.49396018441033,1.06903514721469,-1.26995487834181,-1.69588485833367,-1.46322289697732,-1.54955667288643,-1.34471205366233,1.65603355700779,-1.79606064592576,-0.940440370400451,-1.43370973606266,1.22054847383245,-1.59224969475013,Class_1
-1.59071544084934,-1.50692379154856,-1.17551566760891,-1.14081605009605,-1.63211358773235,1.64691366593333,-1.27290925444635,2.5705723426886,-1.19705464490675,1.63370625006373,-1.2433513387174,-1.54879774901984,-1.51626361552788,-1.24244986471429,-1.33211341787043,0.735530915079265,-1.48891819899444,-0.881604247909048,-1.3145582933382,-1.50636581103204,-1.237785063784,1.27883591836225,-0.969164623258,-1.29154517377393,-1.40992063831089,0.957464615651324,-1.53836847132902,Class_1
-1.65807137526929,-1.326768647072,-1.08795365039551,-1.45573204483348,-1.60790715317543,1.29031181491285,-1.59552965679638,0.968429662995534,-1.26568310564367,1.77885048114821,-1.16398952704573,-1.25303883815969,-1.6850068193995,-1.2656493453154,-1.11731678326501,-0.145892566038655,-1.49785547738842,-1.4091415755133,-1.09368516793149,-1.14356257145515,-1.06975693683235,1.1741239019056,-1.41946126311216,-1.2731120728043,-1.10462721716319,0.577425618901827,-1.16894533324803,Class_1
-0.851330978921252,-1.6732771921748,-1.52576373646251,-1.74011707993772,-0.804253525885484,1.28877758349083,-1.44348805479952,1.96803394017134,-1.27899370733253,0.991186769935551,-1.29435232845559,-1.25773062753808,-0.951711536607132,-1.6832399961354,-1.26883999062232,1.80552564921313,-0.769467288278648,-1.71454428865722,-1.2296070912587,-1.26017789846201,-1.15758982137526,1.36230975337087,-1.48962369680597,-1.52769707144806,-1.20771330742085,1.2035677192819,-1.29118835888467,Class_1
-1.49006424339225,-1.01526353171199,-1.43820171924911,-1.24297716258217,-1.44814468509972,1.52445198804627,-1.16374009807647,0.290484611289451,-1.30240468868046,1.51580008715787,-1.51799339571832,-1.45252675159691,-1.46350777719552,-1.56724259312984,-1.40770851253002,2.02389790821713,-1.36379630147865,-0.988839004426035,-1.42074729593757,-1.42862225969414,-1.32179912725983,1.63546218975968,-0.666279140712511,-1.14191284273201,-1.35044789393147,1.34807819967426,-1.46293475853946,Class_1
-1.72198297213367,-1.33694114745938,-1.50402317423306,-1.20016160148389,-1.67568516993482,1.19564018243485,-1.68583587359289,1.57536688068553,-1.56220686073355,1.71576183066084,-1.25972203771844,-1.24427105623226,-1.65321025432511,-1.61364155433206,-1.18658453519978,1.13887468147276,-1.55594778694932,-0.401697220755614,-1.16164612959509,-1.10037170960076,-1.14613335817401,1.26414428605766,-1.13282268187679,-1.43450382193133,-1.13634601416555,1.04656029312271,-1.14537229800129,Class_1
-1.43916458840445,-0.770857441490204,-1.1051588425008,-0.738853768329418,-1.39004924216309,0.447660473856217,-1.67249922256254,0.447123114960509,-1.28863496170906,1.51100920444214,-0.943608764577566,-0.484428422996463,-1.43287500222151,-1.40484622892206,-0.799284556833715,-0.239289662142069,-1.29229807432677,-0.830791747180439,-0.792108400549263,-0.279745334367332,-0.836808851740296,0.889052967547062,-1.54644049451891,-0.658710681085476,-0.303727592853649,0.779404278664331,-0.256668869199354,Class_1
-1.6064063119358,-1.32474162280381,-1.3310478390322,-1.60254118853226,-1.57401814479573,1.65469376433837,-1.44348805479952,0.637917578781917,-1.2918738896674,1.66859320803374,-1.41766638894277,-1.55472435027368,-1.55960820331507,-1.52084363192762,-1.48363662522775,0.959990991434438,-1.4487004462215,-1.48881936213017,-1.49720337780912,-1.61434296566802,-1.37908144326607,1.50734124077386,-1.24550215403643,-1.364931904091,-1.49714733006737,1.0522178651746,-1.60470972766626,Class_1
-0.955043809761061,-0.857633834300952,-1.08795365039551,-0.878473776227788,-1.00758757616366,1.41970865489442,-1.63471275100264,0.463075116486979,-1.25423207498607,0.990586658576732,-0.997469910957328,-1.31750342992071,-0.957847383747652,-1.08005350050651,-1.03406227372802,-0.217988265528962,-0.95268149535534,-1.20369426666014,-0.979001045124166,-1.16947708856779,-0.974286410155282,0.964974547633608,-1.53977162420438,-0.635425734897824,-1.07687326978613,0.702680636607962,-1.23326604370698,Class_1
-0.936291305291871,-1.16989567292252,-1.05772417212912,-1.02812486032837,-0.968857280872581,1.55197455893716,-0.95028885209632,1.24137560800203,-0.706929553027291,1.13588561013574,-1.43255618229925,-1.43980373328334,-1.12885736401007,-0.755260772090953,-1.34443508528191,0.938915343779332,-0.948212856158347,-1.36942169682371,-1.48021313739322,-1.24290155372025,-1.35616851686357,1.54367739180178,-1.39879440951209,-0.834179433761924,-1.14427571341614,1.10095027950418,-1.27670778009025,Class_1
-1.49465669346634,-1.09722748160751,-0.798483001131293,-0.738853768329418,-1.57885943170712,0.553393910360358,-1.05150855894639,1.52849366071408,-0.561273515626102,1.68106583948272,-0.1994641123597,-0.529068759638025,-1.57169566211141,-0.801659733293175,-0.300423535688089,0.0081627799282374,-1.4531690854185,-0.959681840164856,-0.375847510359707,-0.456827867970336,-0.305992723415769,0.260879944467464,-1.65808993656508,-0.73756789621292,-0.426637931237787,0.85268039501037,-0.452661819393643,Class_1
-0.999820197983414,-1.17918469534978,-0.736084618593711,-1.09927136244572,-0.954333420138426,1.05791860044377,-0.936487566388703,1.13405065164156,-1.23084066497733,1.0010590937974,-1.01536405682125,-1.11574745409785,-1.12923006303729,-1.38164674832095,-0.966792630022133,0.0329102523162583,-1.0375856400982,-0.521805783428772,-0.940773004188391,-1.20834886423674,-1.02011226296028,0.864822527996133,0.478649740754249,-1.26290183945746,-1.19581875854497,0.683859010821925,-1.06118288640581,Class_1
-1.406634733713,-1.09722748160751,-0.299895495474906,-1.25577043270374,-1.3561602337834,1.50129772543254,-0.973404145803728,0.530562162901831,-0.466894661285547,1.55207013713031,-1.0168934474995,-1.43430779036304,-1.43052433478374,-0.708861810888731,-0.977116189204719,-0.937027063289444,-1.23420576476587,-1.00007705608822,-0.962010804708266,-1.4027077425815,-0.89409116774654,1.08005892490224,-1.28884310497002,-1.18016626517095,-1.33062364580499,0.469293564408621,-1.43700441976805,Class_1
-1.09817517040345,-1.34307488219906,-1.17551566760891,-1.03862953598171,-1.08504816674583,-0.195369907715081,-1.16374009807647,1.9614566172937,-1.21817608373778,0.772561245431913,-0.764495967553081,-0.0745577648961109,-1.05065763697488,-1.77603791853984,-0.595144499449023,0.945529200256549,-1.17164481600797,-0.700145349484265,-0.58822551555846,-0.0637910250953766,-0.703150114392394,0.629283855228913,-0.646231392141173,-1.21283012459309,-0.260114246975407,0.828021633616205,-0.0963722295215513,Class_1
-1.3963017210463,-1.31263104145926,-1.50402317423306,-1.63859027152088,-1.35131894687201,1.1817780502188,-1.89959888487425,0.512691238998603,-1.17654899374069,1.5581572928551,-1.0756830478091,-1.11411429830118,-1.47366688812031,-1.14965194230984,-1.11065642250205,0.643140432505534,-1.25208032155384,-2.00997652421009,-1.42924241614552,-1.17811526093867,-1.3065238429915,1.17395443431537,-2.64680041968174,-1.14938110092893,-1.08876781866201,1.62482922053973,-1.18948754967733,Class_1
-1.64697295425691,-1.42716271471537,-1.50402317423306,-1.35335643791679,-1.60790715317543,0.772233848225919,-1.27122934957869,1.64452921435851,-1.08490938220887,1.58448655758776,-1.15101520419426,-0.805708913544383,-1.47376906077869,-1.2656493453154,-1.37207558244819,2.10038178625727,-1.46657500300947,-1.36579391388439,-1.3655290145859,-1.13924348526972,-1.25687916911942,1.22269793380799,-1.60553391390395,-1.24419378528921,-1.09273266828731,1.72443462647096,-1.04501851937947,Class_1
-1.32358792820658,-0.519279816587441,-1.00039163318211,-0.744395428126239,-1.69989160449175,0.754082787510491,-0.841255393093871,-0.199317340983269,-1.08487260105081,1.3274545150075,-1.29324980699874,-0.920733374496462,-1.38767914582146,-0.871258175096508,-1.37806990713485,0.945028792493527,-1.5693537045403,0.058139034746472,-1.34429121406602,-0.906012831256003,-1.26833563232067,1.33058157978651,-0.107593968203684,-0.946576445436297,-0.973787179528463,0.787878244216725,-0.871251573846394,Class_1
-1.1165449706998,-0.359385112053096,-0.643897091413144,-0.404671992343691,-1.10441331439137,-0.836110560546292,-0.327399607202196,-0.0693106987833069,-0.863883365970824,0.932373554195892,0.036042870313438,0.105297951422578,-1.17252185857259,-1.61364155433206,0.197438431343093,0.729227465694811,-1.20292529038692,1.35403502811905,0.184830423365002,0.117610594693066,-0.164696343933701,-0.465001468657033,0.81081101990711,-1.05033429374675,-0.37113003648366,0.525185587919792,0.178758767572493,Class_1
-0.467861397734948,-1.55315288326534,-1.35063970203571,-1.35335643791679,-0.470204728999906,1.68496356333972,-0.944148709412156,2.30011189904232,-0.994402599228926,0.622375199895429,-1.40107799655199,-1.56238597022285,-0.574677709848211,-0.894457655697619,-1.41470189133112,2.09314374783731,-0.407507513322258,-1.73615729155711,-1.3825192550018,-1.6229811380389,-1.27597327445483,1.4996331469265,-0.987356047998827,-1.12796359189269,-1.50111217969267,0.712242267914739,-1.60437297001988,Class_1
-1.36683349973757,-1.33694114745938,-1.1735266482288,-1.35996863081085,-1.29806479084677,1.46083559062536,-0.944148709412156,1.2220020448633,-1.00132708355986,1.23243479757915,-1.29904529004759,-1.40969923243658,-1.26751183078688,-1.33524778711873,-1.34610017547265,1.36045597620496,-1.26548623914481,-1.12705829585354,-1.31031073323422,-1.38543139783974,-1.22250977951567,1.36866997349993,-0.785090289311001,-1.31025226078594,-1.31476424730381,1.20966641795482,-1.43094278213318,Class_1
-1.09587894536641,-0.933293652098324,-1.16757186365642,-0.856979033139325,-1.04631787145474,1.41630071241616,-1.08640717570515,0.732509781092603,-1.10301623773819,1.21424913342916,-1.3668561491574,-1.37094956038204,-1.22482727112424,-1.17285142291095,-1.45466405590888,1.06562820568882,-1.05099155768917,-0.414385751601955,-1.51419361822502,-1.31632601887272,-1.39053790646732,1.4443479941454,-0.809783609782378,-1.01471136428661,-1.26322120217498,0.862297231176103,-1.36089719168573,Class_1
-1.31784736561397,-1.34307488219906,-0.91107907524496,-1.15477756324931,-1.30290607775816,1.66238745408935,-1.36487510371984,1.70367153338981,-1.08992383442458,1.4807344101379,-1.51920003246198,-1.55496715505077,-1.4233458490003,-1.33524778711873,-1.54124874582734,-0.219036998778957,-1.23420576476587,-1.10148184340351,-1.5014509379131,-1.5020467248466,-1.37908144326607,1.63958605684265,-1.21226441280879,-1.15071687545134,-1.4019909390603,0.360555320372048,-1.54645065484218,Class_1
-1.27498449825582,-1.37409364881935,-1.23001791583179,-1.02812486032837,-1.225445487176,1.64691366593333,-0.829329457844464,2.13479263747298,-0.952737498878992,1.49435662164139,-1.41468736469389,-1.54338339225027,-1.39201638061517,-1.12645246170873,-1.42069621601779,1.80638966097985,-1.13142706323504,-0.934134587899732,-1.37827169489782,-1.37679322546887,-1.27597327445483,1.51438039016378,-0.723936871860904,-1.12526523713457,-1.29493999917734,1.34654266923255,-1.41915626450981,Class_1
-1.40586932536731,-1.3929948190121,-1.41759101613563,-1.31886507009926,-1.34163637304924,1.79870462511079,-1.35281165797634,1.56356559060101,-1.11339310432933,1.46063800726651,-1.42001478661155,-1.66847541231062,-1.39041236843109,-1.21925038411317,-1.48563473345664,1.51115524288199,-1.25208032155384,-1.38874607740285,-1.50569849801707,-1.65753382752241,-1.37908144326607,1.52677219148602,-1.620224468336,-1.19004148535263,-1.53283097669502,1.49735521180753,-1.59763781709224,Class_1
-1.87162030371435,-1.11512987905203,-1.40173320383386,-0.913130295153919,-1.80155862963084,1.21262624148987,-0.92578799301913,1.25905749593152,-1.15589891265779,2.01445929148163,-1.40073566676841,-1.14791161471121,-1.85605150074204,-1.17285142291095,-1.51760446511884,2.37289847924093,-1.64085193169218,-1.07139470013474,-1.48870825760117,-1.0053518135211,-1.37144380113191,1.48659233338078,-0.532546793648965,-0.852424922758877,-0.9460332321514,1.52832509828051,-1.02548657588932,Class_1
-0.943945388748683,-1.17918469534978,-1.52333333183917,-1.25737309703008,-0.925285698670115,1.54347754658935,-1.16374009807647,0.814982172468009,-1.23719505071218,1.03210336123561,-1.45565835226923,-1.46766973144878,-1.10327268148754,-1.56724259312984,-1.47131495781627,2.45038130688757,-0.975024691340302,-1.07120346985076,-1.50569849801707,-1.36815505309799,-1.38290026433315,1.55910852244312,-0.973247194837958,-1.18476447824331,-1.29890484880263,1.40311401591895,-1.36291773756403,Class_1
-1.24207193939153,-1.34512455556222,-1.08795365039551,-1.35335643791679,-1.23028677408738,1.63670918991279,-1.58812189338452,1.27177149548966,-1.04871061896323,1.36856815497815,-1.33055353929983,-1.51713749807975,-1.26749034235027,-0.987255578102064,-1.40804153056816,-0.132262506219473,-1.12248978484105,-1.75272050365918,-1.41225217572962,-1.5020467248466,-1.29888620085733,1.42371156683996,-1.94663492278497,-1.02458938266328,-1.38613154055912,0.86926663774942,-1.54139929014645,Class_1
-1.61635662042966,-1.3929948190121,-1.16757186365642,-1.52126133272507,-1.55465299715019,1.26912690762587,-1.58812189338452,1.10027877326606,-1.3429923037742,1.60976644279217,-0.840676701589407,-1.28745618479654,-1.55848954532914,-1.40484622892206,-0.910179563536982,0.104490953462957,-1.45763772461549,-0.985113745445168,-0.88980228294069,-1.27313515701833,-0.928460557350286,0.707433186356838,-1.25526040034002,-1.5090735028046,-1.2513266532991,1.15191425470279,-1.32452736587648,Class_1
-1.56316074040481,-1.26113421309234,-1.07089420439226,-1.1161361311956,-1.52076398877049,1.52278060551918,-0.895382966574067,1.42836599245058,-1.05267931851912,1.7418610758017,-0.6980214579287,-1.4772295572625,-1.63673479934352,-1.33524778711873,-0.599140715906798,1.08333638284284,-1.41741997184256,-0.257072854734805,-0.566987715038585,-1.47181312154853,-0.664961903721564,0.574360229569683,-0.415770032539494,-1.39084301093123,-1.4019909390603,0.641079421940516,-1.50098837258062,Class_1
-0.695187676402278,0.0539554108537881,-0.783552651845186,-0.332762313855161,-0.750999369860247,1.1871482185554,-0.733755603733911,-0.763729672236579,-0.433415375716732,0.919703874076327,-1.03036589217235,-1.11164237500425,-0.941304353636231,-0.91765713629873,-0.950474746152883,0.478104846362011,-0.756061370687671,-0.528738435253503,-0.911040083460565,-1.06149993393181,-0.810077104270716,1.10698987071062,-1.29975326668986,-0.0557461533927224,-0.981716878779053,1.24985496421966,-1.06960182756536,Class_1
-0.282249873907247,-0.989813176517413,-1.04091493283881,-1.44721311702198,-0.257188104898957,0.765226423248006,-1.16374009807647,-0.160375045789855,-0.882047732913572,0.285607921921232,-1.23663805897608,-0.808062803564189,-0.521048532532825,-1.38164674832095,-1.29448237955971,0.4994865230255,-0.470068462080152,-1.46865808173657,-1.28482537261037,-0.759163900951074,-1.18814038991193,1.3149618030086,-1.42257152982004,-1.10163553233732,-0.771579848638431,1.0411889903787,-0.798848679874277,Class_1
-1.69825531341755,-0.776942700702022,-0.993107422522223,-0.811537670676205,-1.63695487464374,1.30232864078011,-1.16374009807647,0.344388061660254,-1.12439881742597,1.83306206628016,-1.54260219545342,-1.30350921598888,-1.7076151456045,-1.03365453930429,-1.5812109104051,0.354764779650831,-1.50679275578241,-0.0899563075684629,-1.53967897884888,-1.18675343330955,-1.40963201180274,1.66945018036677,-0.741328107899605,-1.04058876372736,-1.17995936004379,0.723860703809684,-1.21642816138788,Class_1
-1.40165957946607,-1.58162065199684,-1.34190528224178,-1.33360165865371,-1.3561602337834,1.47140129933184,-1.37351852047912,2.51582826429419,-1.5453905637108,1.35405070352803,-1.25617250315204,-1.43893947201835,-1.39420730280986,-1.54404311252873,-1.18791660735237,1.14953137575246,-1.32804718790271,-0.618064486496113,-1.14890344928317,-1.46317494917765,-1.16140864244234,1.22008661806859,-0.16138337686838,-1.55141742040263,-1.39406123980971,1.46883876954464,-1.49122240083554,Class_1
-1.36224104966348,-1.26113421309234,-1.1735266482288,-1.56515969837239,-1.32711251231509,1.37036666031595,-1.37351852047912,0.479125769466567,-1.13424486288963,1.26628055051378,-1.2930753457306,-1.34101236350747,-1.30296317677368,-0.940856616899841,-1.09999984528131,0.535370167300255,-1.29229807432677,-1.29573932872719,-1.07669492751559,-1.38111231165431,-1.03538754722861,1.36110653784038,-1.37018349882428,-1.38537300177267,-1.31872909692911,0.885038520160034,-1.40770650453282,Class_1
