C2_Base_Height,C3 distance 9-10,C4 distance 16-17,C3 distance 5-11,C2_Normalized,C3 angle 5-7-9,C4 distance 12-18,C3 ratio distance,C4_ratio distance(h/v)_Right,C2 angle 0-2-4,C4 height 12-14-16,C3 height 5-7-9,C2 height 0-2-4,Age month,C4_Base_Height,C4 ratio distance,C2_AUC,C3_ratio distance(h/v)_Left,C4_Normalized,C3_Normalized,C4_AUC,C4 angle 12-14-16,C4_ratio distance(h/v)_Left,C3_ratio distance(h/v)_Right,C3_AUC,C4 slope 16-17,C3_Base_Height,CVMS_D
-1.2983294527991,-0.813812245067641,-1.16757186365642,-1.43532588139665,-1.24481063482154,0.17161114159781,-1.59367606708431,-0.59825425091153,-1.44066574688427,1.54903108043436,-1.35698492117563,-0.48509991834674,-1.49385077741049,-1.19605090351206,-1.42502545051371,0.0938507930507717,-1.20292529038692,-0.809438075065898,-1.39526193531372,-0.547528677864557,-1.31034266405858,1.39546265812183,-0.94721792339131,-1.29672089171763,-0.727966502760188,0.926950829280037,-0.565138873285211,Class_1
-1.75566093934364,-1.50011348400844,-1.15768775107399,-0.926212164460101,-1.7144154652259,1.20044717935095,-0.957978144825278,3.0588016535484,-1.15457320805532,1.92777084503557,-1.43144416296934,-1.24699186573955,-1.79419435715824,-0.24487219886651,-1.43901220811592,1.27507745997053,-1.57829098293429,-0.0287275190288799,-1.40375705552167,-1.11764805434252,-1.31034266405858,1.51874328833343,-0.33758485152363,-1.40558524882355,-1.14427571341614,1.11257289221215,-1.14873987446511,Class_1
-1.67491035887427,-0.594084941153597,-0.673710946933008,-0.225315203486665,-1.6175897269982,1.24830523229375,0.597897217990711,0.767483428870883,-0.149766036041983,1.74180020102505,-0.911581081440603,-1.19271493924191,-1.61740623255265,-1.2656493453154,-0.825259963809255,2.22249906128268,-1.47998092060045,-0.113824196421019,-0.787860840445288,-1.16515800238235,-0.752794788264472,0.933941828377817,0.813124139584598,-0.455224625523567,-1.1006623675379,1.86180811551829,-1.17062912147994,Class_1
-1.69672449672619,-1.326768647072,-1.52333333183917,-1.14856535135516,-1.62727230082097,1.47858022763293,-1.37351852047912,1.64347136162609,-1.51098535751007,1.98622056879143,-1.28811808983402,-1.42544673257811,-1.8345892329205,-1.56724259312984,-1.37107652833374,1.95793643741324,-1.50679275578241,-0.699232344653587,-1.34853877417,-1.44589860443589,-1.27979209552192,1.29822240150626,-0.537727925526273,-1.29426842343101,-1.37027214205794,1.56475128170219,-1.45923042442926,Class_1
0.0679244442419231,-1.01697191894964,-0.561072305420293,-1.35831429424392,0.110749700366319,0.447660473856217,-1.25781950673305,0.0821908160246667,-0.571193300015104,-0.400692042497504,-0.496646678716497,-0.406247057688591,0.270606937709158,-0.708861810888731,-0.267121731873294,-0.843296299813365,-0.009798624789927,-1.74039438380165,-0.307886548696106,-0.266788075811015,-0.260166870610774,0.547507804305373,-1.82982138981315,-0.88670912509408,-0.232360299598343,0.121043070081353,-0.261383476248701,Class_1
-0.96690763911912,-0.92838117431297,-1.60305974023103,-1.15477756324931,-0.905920551024574,1.23496210525878,-0.95028885209632,0.189153126269223,-1.23521899822337,0.77917834345243,-1.23522471650795,-1.18414877815076,-0.827519356012284,-1.49764415132651,-1.32512003906932,3.421437336828,-0.903526464188422,-1.2166533619234,-1.37827169489782,-1.1262862267134,-1.283610916589,1.26772012882615,-0.567725349467079,-0.925749058374197,-1.07290842016083,1.04909506697511,-1.16490424149144,Class_1
-1.74494522250411,-0.688819282337059,-0.443107298798433,-0.824261890925672,-1.7483044736056,1.29488269062551,-1.3134759094743,0.088063452444291,-1.10044817889267,1.94452512608645,-1.28278515783471,-1.29970981245023,-1.80807773982913,-1.31204830651762,-1.1186488554176,-1.14451850832207,-1.60510281811624,-0.0556965350796436,-1.08519004772354,-1.29473058794552,-1.08885104216777,1.29515988227873,-0.606523244554617,-1.031078616788,-1.26322120217498,-0.404534218296139,-1.32755818469392,Class_1
-0.795456169686522,-1.08302682884907,-0.823584336307485,-1.03862953598171,-0.741316796037477,0.659310166804181,-0.712024207448805,0.899311331472892,-0.811923429935079,0.687511252907797,-0.864574387070531,-0.704085598318014,-0.787932670720963,-0.894457655697619,-0.818266585008148,0.625240452476048,-0.782873205869626,-0.996455068008452,-0.804851080861189,-0.525933246937362,-0.817714746404882,0.830726243070532,-0.433067820348643,-0.987562099939778,-0.565407668123103,0.34497427103206,-0.575915117969433,Class_1
-1.37716651240427,-1.01526353171199,-1.05772417212912,-1.05218202946854,-1.43362082436556,1.19684885994798,-1.77891912400693,0.643503152468424,-1.3496276537345,1.89132501547122,-1.34498791531113,-1.17640656558203,-1.74563373741538,-1.56724259312984,-1.43901220811592,-0.563192195455795,-1.31017263111474,-0.877961911059831,-1.3995094954177,-1.00103272733566,-1.3065238429915,1.40311565802882,-1.56901072628812,-1.02367792106986,-0.989646578029642,0.944839804240425,-1.03289524410972,Class_1
-1.34884640361406,-1.21492727824159,-1.34190528224178,-1.54928206794011,-1.54981171023881,1.48572919833532,-1.91608274417179,0.347706712958427,-1.27086786566013,1.62613824435993,-1.23780525128349,-1.40686577621355,-1.52528499147223,-1.21925038411317,-1.39472080904225,0.0071819889045545,-1.42635725023654,-1.65886605773265,-1.36977657468987,-1.34224053598535,-1.26451681125358,1.31250333635939,-2.33760792481771,-1.19895645293292,-1.26322120217498,1.42639395616768,-1.39827729043413,Class_1
-1.15864242971227,-0.827800711870096,-0.765434009273849,-0.431482252101504,-1.11893717512552,1.45929157661706,-0.520128315629616,1.13155243753573,-0.387261810287642,1.44780616004532,-0.993077689330003,-1.38569456278979,-1.39630174589662,-1.33524778711873,-1.0130821373247,0.767576212679866,-1.08674067126511,-0.296943358081323,-0.979001045124166,-1.29473058794552,-0.882634704545291,1.08005892490224,-0.973559962245333,-0.655386377479851,-1.21960785629674,0.593417453862561,-1.35651934228277,Class_1
