,precision,recall,f1-score,support
Class_1,0.7575757575757576,0.8620689655172413,0.8064516129032258,29.0
Class_2,0.5833333333333334,0.4375,0.5,16.0
Class_3,0.5,0.46153846153846156,0.48000000000000004,13.0
Class_4,0.7105263157894737,0.84375,0.7714285714285714,32.0
Class_5,0.5714285714285714,0.6153846153846154,0.5925925925925927,26.0
Class_6,0.9285714285714286,0.6190476190476191,0.742857142857143,21.0
accuracy,0.6861313868613139,0.6861313868613139,0.6861313868613139,0.6861313868613139
macro avg,0.6752392344497608,0.6398816102479895,0.6488883199635888,137.0
weighted avg,0.6926789435433308,0.6861313868613139,0.6811694778636149,137.0
