,precision,recall,f1-score,support
Class_1,0.7241379310344828,0.7368421052631579,0.7304347826086957,57.0
Class_2,0.5737704918032787,0.5303030303030303,0.5511811023622047,66.0
Class_3,0.5979381443298969,0.6373626373626373,0.6170212765957446,91.0
Class_4,0.711864406779661,0.6176470588235294,0.6614173228346457,68.0
Class_5,0.6721311475409836,0.6507936507936508,0.6612903225806451,63.0
Class_6,0.8076923076923077,0.9130434782608695,0.8571428571428572,69.0
accuracy,0.678743961352657,0.678743961352657,0.678743961352657,0.678743961352657
macro avg,0.6812557381967684,0.6809986601344792,0.6797479440207989,414.0
weighted avg,0.6764224561566924,0.678743961352657,0.6761888815290039,414.0
