,precision,recall,f1-score,support
Class_1,0.6216216216216216,0.7540983606557377,0.6814814814814815,61.0
Class_2,0.41935483870967744,0.2653061224489796,0.325,49.0
Class_3,0.4146341463414634,0.32075471698113206,0.3617021276595745,53.0
Class_4,0.7,0.7129629629629629,0.7064220183486237,108.0
Class_5,0.5686274509803921,0.7733333333333333,0.6553672316384181,75.0
Class_6,0.7857142857142857,0.6470588235294118,0.7096774193548386,68.0
accuracy,0.6159420289855072,0.6159420289855072,0.6159420289855072,0.6159420289855072
macro avg,0.5849920572279066,0.578919053318593,0.5732750464138228,414.0
weighted avg,0.6089819952267911,0.6159420289855072,0.6047578937366898,414.0
