,precision,recall,f1-score,support
Class_1,0.6779661016949152,0.7017543859649122,0.689655172413793,57.0
Class_2,0.47619047619047616,0.45454545454545453,0.46511627906976744,66.0
Class_3,0.5806451612903226,0.5934065934065934,0.5869565217391305,91.0
Class_4,0.640625,0.6029411764705882,0.6212121212121211,68.0
Class_5,0.6206896551724138,0.5714285714285714,0.5950413223140496,63.0
Class_6,0.7922077922077922,0.8840579710144928,0.8356164383561644,69.0
accuracy,0.6328502415458938,0.6328502415458938,0.6328502415458938,0.6328502415458938
macro avg,0.6313873644259866,0.6346890254717688,0.632266309184171,414.0
weighted avg,0.6285981517893735,0.6328502415458938,0.6299725229933246,414.0
