,precision,recall,f1-score,support
Class_1,0.5256410256410257,0.640625,0.5774647887323944,64.0
Class_2,0.4418604651162791,0.5135135135135135,0.47500000000000003,74.0
Class_3,0.5526315789473685,0.28378378378378377,0.375,74.0
Class_4,0.6078431372549019,0.6019417475728155,0.6048780487804878,103.0
Class_5,0.6074766355140186,0.7831325301204819,0.6842105263157895,83.0
Class_6,0.3333333333333333,0.0625,0.10526315789473684,16.0
accuracy,0.5507246376811594,0.5507246376811594,0.5507246376811594,0.5507246376811594
macro avg,0.5114643626344878,0.48091609583176576,0.470302753620568,414.0
weighted avg,0.5449158795168777,0.5507246376811594,0.5329320524487676,414.0
