,precision,recall,f1-score,support
Class_1,0.7636363636363637,0.65625,0.7058823529411765,64.0
Class_2,0.5254237288135594,0.6078431372549019,0.5636363636363636,51.0
Class_3,0.603448275862069,0.625,0.6140350877192983,56.0
Class_4,0.7654320987654321,0.7294117647058823,0.7469879518072289,85.0
Class_5,0.6,0.7272727272727273,0.6575342465753425,66.0
Class_6,0.7916666666666666,0.6440677966101694,0.7102803738317757,59.0
accuracy,0.6719160104986877,0.6719160104986877,0.6719160104986877,0.6719160104986877
macro avg,0.6749345222906817,0.6649742376406135,0.6663927294185309,381.0
weighted avg,0.6845997444065346,0.6719160104986877,0.6748180269806624,381.0
