,precision,recall,f1-score,support
Class_1,0.5370370370370371,0.453125,0.4915254237288136,64.0
Class_2,0.3963963963963964,0.5945945945945946,0.4756756756756757,74.0
Class_3,0.5666666666666667,0.22972972972972974,0.3269230769230769,74.0
Class_4,0.6517857142857143,0.7087378640776699,0.6790697674418605,103.0
Class_5,0.6923076923076923,0.8674698795180723,0.7700534759358288,83.0
Class_6,0.3333333333333333,0.0625,0.10526315789473684,16.0
accuracy,0.5700483091787439,0.5700483091787439,0.5700483091787439,0.5700483091787439
macro avg,0.52958780667114,0.48602617798667785,0.47475176293333204,414.0
weighted avg,0.5689996072544381,0.5700483091787439,0.5468424393392584,414.0
